;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29.5.2020. 11:44:08
;----------------------------------------------

;Address Opcode 	ASM
;buttons.c,72 :: 		if (Button(&PORTB, MANUAL, 1, 1))
0x1A32	0x0E81      	MOVLW       PORTB
0x1A34	0x0100      	MOVLB       0
0x1A36	0x6F95      	MOVWF       FARG_Button_port, 1
0x1A38	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1A3A	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x1A3C	0x0E01      	MOVLW       1
0x1A3E	0x6F97      	MOVWF       FARG_Button_pin, 1
0x1A40	0x0E01      	MOVLW       1
0x1A42	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x1A44	0x0E01      	MOVLW       1
0x1A46	0x6F99      	MOVWF       FARG_Button_active_state, 1
0x1A48	0xF006ECBD  	CALL        _Button, 0
0x1A4C	0x5200      	MOVF        R0, 1 
0x1A4E	0xE004      	BZ          L_check_and_handle_button_manual_event16
;buttons.c,73 :: 		button_manual_oldstate = 1;
0x1A50	0x0E01      	MOVLW       1
0x1A52	0x6F83      	MOVWF       buttons_button_manual_oldstate, 1
0x1A54	0x0E00      	MOVLW       0
0x1A56	0x6F84      	MOVWF       buttons_button_manual_oldstate+1, 1
L_check_and_handle_button_manual_event16:
;buttons.c,74 :: 		if (button_manual_oldstate && Button(&PORTB, MANUAL, 1, 0))
0x1A58	0x5183      	MOVF        buttons_button_manual_oldstate, 0, 1
0x1A5A	0x1184      	IORWF       buttons_button_manual_oldstate+1, 0, 1
0x1A5C	0xE011      	BZ          L_check_and_handle_button_manual_event19
0x1A5E	0x0E81      	MOVLW       PORTB
0x1A60	0x6F95      	MOVWF       FARG_Button_port, 1
0x1A62	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1A64	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x1A66	0x0E01      	MOVLW       1
0x1A68	0x6F97      	MOVWF       FARG_Button_pin, 1
0x1A6A	0x0E01      	MOVLW       1
0x1A6C	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x1A6E	0x6B99      	CLRF        FARG_Button_active_state, 1
0x1A70	0xF006ECBD  	CALL        _Button, 0
0x1A74	0x5200      	MOVF        R0, 1 
0x1A76	0xE004      	BZ          L_check_and_handle_button_manual_event19
L__check_and_handle_button_manual_event33:
;buttons.c,76 :: 		handle_button_manual_event();
0x1A78	0xF008EC05  	CALL        _handle_button_manual_event, 0
;buttons.c,77 :: 		button_manual_oldstate = 0;
0x1A7C	0x6B83      	CLRF        buttons_button_manual_oldstate, 1
0x1A7E	0x6B84      	CLRF        buttons_button_manual_oldstate+1, 1
;buttons.c,78 :: 		}
L_check_and_handle_button_manual_event19:
;buttons.c,79 :: 		}
L_end_check_and_handle_button_manual_event:
0x1A80	0x0012      	RETURN      0
; end of _check_and_handle_button_manual_event
_check_and_handle_button_increase_event:
;buttons.c,81 :: 		void check_and_handle_button_increase_event(void)
;buttons.c,83 :: 		if (Button(&PORTB, INCREASE, 1, 1))
0x1A82	0x0E81      	MOVLW       PORTB
0x1A84	0x0100      	MOVLB       0
0x1A86	0x6F95      	MOVWF       FARG_Button_port, 1
0x1A88	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1A8A	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x1A8C	0x0E02      	MOVLW       2
0x1A8E	0x6F97      	MOVWF       FARG_Button_pin, 1
0x1A90	0x0E01      	MOVLW       1
0x1A92	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x1A94	0x0E01      	MOVLW       1
0x1A96	0x6F99      	MOVWF       FARG_Button_active_state, 1
0x1A98	0xF006ECBD  	CALL        _Button, 0
0x1A9C	0x5200      	MOVF        R0, 1 
0x1A9E	0xE004      	BZ          L_check_and_handle_button_increase_event20
;buttons.c,84 :: 		button_increase_oldstate = 1;
0x1AA0	0x0E01      	MOVLW       1
0x1AA2	0x6F85      	MOVWF       buttons_button_increase_oldstate, 1
0x1AA4	0x0E00      	MOVLW       0
0x1AA6	0x6F86      	MOVWF       buttons_button_increase_oldstate+1, 1
L_check_and_handle_button_increase_event20:
;buttons.c,85 :: 		if (button_increase_oldstate && Button(&PORTB, INCREASE, 1, 0))
0x1AA8	0x5185      	MOVF        buttons_button_increase_oldstate, 0, 1
0x1AAA	0x1186      	IORWF       buttons_button_increase_oldstate+1, 0, 1
0x1AAC	0xE012      	BZ          L_check_and_handle_button_increase_event23
0x1AAE	0x0E81      	MOVLW       PORTB
0x1AB0	0x6F95      	MOVWF       FARG_Button_port, 1
0x1AB2	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1AB4	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x1AB6	0x0E02      	MOVLW       2
0x1AB8	0x6F97      	MOVWF       FARG_Button_pin, 1
0x1ABA	0x0E01      	MOVLW       1
0x1ABC	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x1ABE	0x6B99      	CLRF        FARG_Button_active_state, 1
0x1AC0	0xF006ECBD  	CALL        _Button, 0
0x1AC4	0x5200      	MOVF        R0, 1 
0x1AC6	0xE005      	BZ          L_check_and_handle_button_increase_event23
L__check_and_handle_button_increase_event34:
;buttons.c,87 :: 		handle_button_increase_event();
0x1AC8	0xF008EC0E  	CALL        _handle_button_increase_event, 0
;buttons.c,88 :: 		button_increase_oldstate = 0;
0x1ACC	0x0100      	MOVLB       0
0x1ACE	0x6B85      	CLRF        buttons_button_increase_oldstate, 1
0x1AD0	0x6B86      	CLRF        buttons_button_increase_oldstate+1, 1
;buttons.c,89 :: 		}
L_check_and_handle_button_increase_event23:
;buttons.c,90 :: 		}
L_end_check_and_handle_button_increase_event:
0x1AD2	0x0012      	RETURN      0
; end of _check_and_handle_button_increase_event
_main:
0x1AD4	0xF00DECFA  	CALL        7156, 0
;KosturPRO.c,94 :: 		void main() {
;KosturPRO.c,98 :: 		ADCON1 = 0x0F;                    // Turn off A/D converters on PORTB
0x1AD8	0x0E0F      	MOVLW       15
0x1ADA	0x6EC1      	MOVWF       ADCON1 
;KosturPRO.c,99 :: 		TRISA  = 0xFF;                    // Set PORTA pins as input pins(to work with A/D converter)
0x1ADC	0x0EFF      	MOVLW       255
0x1ADE	0x6E92      	MOVWF       TRISA 
;KosturPRO.c,100 :: 		TRISB  = 0xFF;                    // Set PORTB pins as input pins(to work with keybord)
0x1AE0	0x0EFF      	MOVLW       255
0x1AE2	0x6E93      	MOVWF       TRISB 
;KosturPRO.c,101 :: 		TRISC &= ~(_CHIP_SELECT);         // SPI ClearBit(TRISC,CHIP_SELECT);
0x1AE4	0x0EFE      	MOVLW       254
0x1AE6	0x1694      	ANDWF       TRISC, 1 
;KosturPRO.c,102 :: 		TRISD  = 0x00;                    // Set PORTD pins as output pins(to work with LCD display)
0x1AE8	0x6A95      	CLRF        TRISD 
;KosturPRO.c,103 :: 		SPI1_init();                      // Initialisation of SPI communication
0x1AEA	0xF009EC13  	CALL        _SPI1_Init, 0
;KosturPRO.c,106 :: 		timerTicks =   0;
0x1AEE	0x6A7B      	CLRF        _timerTicks 
0x1AF0	0x6A7C      	CLRF        _timerTicks+1 
;KosturPRO.c,107 :: 		TMR1H      =   99;               // 40000 counts until overflow 40000=65535-(99*256+192)
0x1AF2	0x0E63      	MOVLW       99
0x1AF4	0x6ECF      	MOVWF       TMR1H 
;KosturPRO.c,108 :: 		TMR1L      =   192;              // 40000/2000000=0.02sec on 8MHz, 2000000=8MHz/4
0x1AF6	0x0EC0      	MOVLW       192
0x1AF8	0x6ECE      	MOVWF       TMR1L 
;KosturPRO.c,109 :: 		T1CON      =   0x01;             // TMR1ON: Timer1 On bit 1 = Enables Timer1
0x1AFA	0x0E01      	MOVLW       1
0x1AFC	0x6ECD      	MOVWF       T1CON 
;KosturPRO.c,110 :: 		PIR1.TMR1IF=   0;                // Clear interrupt request bit
0x1AFE	0x909E      	BCF         PIR1, 0 
;KosturPRO.c,111 :: 		PIE1       =   1;                // TMR1IE: TMR1 Overflow Interrupt Enable bit, 1 = Enables
0x1B00	0x0E01      	MOVLW       1
0x1B02	0x6E9D      	MOVWF       PIE1 
;KosturPRO.c,112 :: 		INTCON     =   0xC0;             // Interrupts enable
0x1B04	0x0EC0      	MOVLW       192
0x1B06	0x6EF2      	MOVWF       INTCON 
;KosturPRO.c,120 :: 		Lcd_Init();
0x1B08	0xDC80      	RCALL       _Lcd_Init
;KosturPRO.c,121 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1B0A	0x0E01      	MOVLW       1
0x1B0C	0x6F9E      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1B0E	0xF001EC6A  	CALL        _Lcd_Cmd, 0
;KosturPRO.c,122 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x1B12	0x0E0C      	MOVLW       12
0x1B14	0x6F9E      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1B16	0xF001EC6A  	CALL        _Lcd_Cmd, 0
;KosturPRO.c,125 :: 		while (1)
L_main0:
0x1B1A	0x0100      	MOVLB       0
;KosturPRO.c,127 :: 		measurement = convert_height_to_percentage(Adc_Read(3));
0x1B1C	0x0E03      	MOVLW       3
0x1B1E	0x6F80      	MOVWF       FARG_ADC_Read_channel, 1
0x1B20	0xDC59      	RCALL       _ADC_Read
0x1B22	0xF08FC000  	MOVFF       R0, FARG_convert_height_to_percentage_height
0x1B26	0xF090C001  	MOVFF       R1, FARG_convert_height_to_percentage_height+1
0x1B2A	0xF009EC2C  	CALL        _convert_height_to_percentage, 0
0x1B2E	0xF022C000  	MOVFF       R0, _measurement
0x1B32	0xF023C001  	MOVFF       R1, _measurement+1
;KosturPRO.c,128 :: 		lcd_show_height_percentage(measurement);
0x1B36	0xF08FC000  	MOVFF       R0, FARG_lcd_show_height_percentage_height_percentage
0x1B3A	0xF090C001  	MOVFF       R1, FARG_lcd_show_height_percentage_height_percentage+1
0x1B3E	0xF009EC54  	CALL        _lcd_show_height_percentage, 0
;KosturPRO.c,129 :: 		check_and_handle_button_auto_event();
0x1B42	0xDF51      	RCALL       _check_and_handle_button_auto_event
;KosturPRO.c,130 :: 		check_and_handle_button_manual_event();
0x1B44	0xDF76      	RCALL       _check_and_handle_button_manual_event
;KosturPRO.c,131 :: 		check_and_handle_button_increase_event();
0x1B46	0xDF9D      	RCALL       _check_and_handle_button_increase_event
;KosturPRO.c,132 :: 		check_and_handle_button_decrease_event();
0x1B48	0xDF25      	RCALL       _check_and_handle_button_decrease_event
;KosturPRO.c,133 :: 		if (is_auto)
0x1B4A	0x503F      	MOVF        _is_auto, 0 
0x1B4C	0x1040      	IORWF       _is_auto+1, 0 
0x1B4E	0xE006      	BZ          L_main2
;KosturPRO.c,135 :: 		lcd_show_reference_percentage(reference);
0x1B50	0xF08FC04F  	MOVFF       _reference, FARG_lcd_show_reference_percentage_reference_percentage
0x1B54	0xF090C050  	MOVFF       _reference+1, FARG_lcd_show_reference_percentage_reference_percentage+1
0x1B58	0xDCBA      	RCALL       _lcd_show_reference_percentage
;KosturPRO.c,136 :: 		}
0x1B5A	0xD005      	BRA         L_main3
L_main2:
;KosturPRO.c,139 :: 		lcd_show_control_percentage(actuator_value);
0x1B5C	0xF08FC051  	MOVFF       _actuator_value, FARG_lcd_show_control_percentage_control_percentage
0x1B60	0xF090C052  	MOVFF       _actuator_value+1, FARG_lcd_show_control_percentage_control_percentage+1
0x1B64	0xDD4A      	RCALL       _lcd_show_control_percentage
;KosturPRO.c,140 :: 		}
L_main3:
;KosturPRO.c,141 :: 		if (timer_flag)
0x1B66	0x5024      	MOVF        _timer_flag, 0 
0x1B68	0x1025      	IORWF       _timer_flag+1, 0 
0x1B6A	0xE00F      	BZ          L_main4
;KosturPRO.c,143 :: 		pid();
0x1B6C	0xDDE3      	RCALL       _pid
;KosturPRO.c,144 :: 		DAC_Output(convert_percentage_to_actuator(control_aggregated));
0x1B6E	0xF09CC015  	MOVFF       _control_aggregated, FARG_convert_percentage_to_actuator_percentage
0x1B72	0xF09DC016  	MOVFF       _control_aggregated+1, FARG_convert_percentage_to_actuator_percentage+1
0x1B76	0xF002ECE7  	CALL        _convert_percentage_to_actuator, 0
0x1B7A	0xF09CC000  	MOVFF       R0, FARG_DAC_Output_valueDAC
0x1B7E	0xF09DC001  	MOVFF       R1, FARG_DAC_Output_valueDAC+1
0x1B82	0xF003EC33  	CALL        _DAC_Output, 0
;KosturPRO.c,145 :: 		timer_flag = 0;
0x1B86	0x6A24      	CLRF        _timer_flag 
0x1B88	0x6A25      	CLRF        _timer_flag+1 
;KosturPRO.c,146 :: 		}
L_main4:
;KosturPRO.c,147 :: 		}
0x1B8A	0xD7C7      	BRA         L_main0
;KosturPRO.c,171 :: 		}
L_end_main:
0x1B8C	0xD7FF      	BRA         $+0
; end of _main
0x1BF4	0xF015EE10  	LFSR        1, 21
0x1BF8	0x0E66      	MOVLW       102
0x1BFA	0x6E00      	MOVWF       R0 
0x1BFC	0x0E01      	MOVLW       1
0x1BFE	0x6E01      	MOVWF       R1 
0x1C00	0x0E8E      	MOVLW       142
0x1C02	0x6EF6      	MOVWF       4086 
0x1C04	0x0E1B      	MOVLW       27
0x1C06	0x6EF7      	MOVWF       TBLPTRH 
0x1C08	0x0E00      	MOVLW       0
0x1C0A	0x6EF8      	MOVWF       TBLPTRU 
0x1C0C	0xF009EC4C  	CALL        4760, 0
0x1C10	0x0012      	RETURN      0
;pid_regulation.c,0 :: ?ICS_control_aggregated
0x1B8E	0x0000 ;?ICS_control_aggregated+0
; end of ?ICS_control_aggregated
;lcd.c,0 :: ?ICS?lstr7_lcd
0x1B90	0x6F43 ;?ICS?lstr7_lcd+0
0x1B92	0x746E ;?ICS?lstr7_lcd+2
0x1B94	0x6F72 ;?ICS?lstr7_lcd+4
0x1B96	0x3A6C ;?ICS?lstr7_lcd+6
0x1B98	0x2020 ;?ICS?lstr7_lcd+8
0x1B9A	0x00 ;?ICS?lstr7_lcd+10
; end of ?ICS?lstr7_lcd
;pid_regulation.c,0 :: ?ICS_measurement
0x1B9B	0x0000 ;?ICS_measurement+0
; end of ?ICS_measurement
;KosturPRO.c,0 :: ?ICS_timer_flag
0x1B9D	0x0000 ;?ICS_timer_flag+0
; end of ?ICS_timer_flag
;lcd.c,0 :: ?ICS?lstr4_lcd
0x1B9F	0x6552 ;?ICS?lstr4_lcd+0
0x1BA1	0x6566 ;?ICS?lstr4_lcd+2
0x1BA3	0x6572 ;?ICS?lstr4_lcd+4
0x1BA5	0x636E ;?ICS?lstr4_lcd+6
0x1BA7	0x3A65 ;?ICS?lstr4_lcd+8
0x1BA9	0x00 ;?ICS?lstr4_lcd+10
; end of ?ICS?lstr4_lcd
;lcd.c,0 :: ?ICS?lstr5_lcd
0x1BAA	0x3031 ;?ICS?lstr5_lcd+0
0x1BAC	0x2E30 ;?ICS?lstr5_lcd+2
0x1BAE	0x0030 ;?ICS?lstr5_lcd+4
; end of ?ICS?lstr5_lcd
;lcd.c,0 :: ?ICS?lstr8_lcd
0x1BB0	0x3031 ;?ICS?lstr8_lcd+0
0x1BB2	0x2E30 ;?ICS?lstr8_lcd+2
0x1BB4	0x0030 ;?ICS?lstr8_lcd+4
; end of ?ICS?lstr8_lcd
;lcd.c,0 :: ?ICS?lstr9_lcd
0x1BB6	0x0025 ;?ICS?lstr9_lcd+0
; end of ?ICS?lstr9_lcd
;pid_regulation.c,0 :: ?ICS_is_auto
0x1BB8	0x0000 ;?ICS_is_auto+0
; end of ?ICS_is_auto
;KosturPRO.c,0 :: ?ICS?lstr1_KosturPRO
0x1BBA	0x2020 ;?ICS?lstr1_KosturPRO+0
0x1BBC	0x4554 ;?ICS?lstr1_KosturPRO+2
0x1BBE	0x504D ;?ICS?lstr1_KosturPRO+4
0x1BC0	0x5245 ;?ICS?lstr1_KosturPRO+6
0x1BC2	0x5441 ;?ICS?lstr1_KosturPRO+8
0x1BC4	0x5255 ;?ICS?lstr1_KosturPRO+10
0x1BC6	0x0041 ;?ICS?lstr1_KosturPRO+12
; end of ?ICS?lstr1_KosturPRO
;pid_regulation.c,0 :: ?ICS_reference
0x1BC8	0x0000 ;?ICS_reference+0
; end of ?ICS_reference
;pid_regulation.c,0 :: ?ICS_actuator_value
0x1BCA	0x0000 ;?ICS_actuator_value+0
; end of ?ICS_actuator_value
;lcd.c,0 :: ?ICS?lstr6_lcd
0x1BCC	0x0025 ;?ICS?lstr6_lcd+0
; end of ?ICS?lstr6_lcd
;pid_regulation.c,0 :: ?ICSpid_regulation_stop_integral_control
0x1BCE	0x0000 ;?ICSpid_regulation_stop_integral_control+0
; end of ?ICSpid_regulation_stop_integral_control
;pid_regulation.c,0 :: ?ICSpid_regulation_upper_limit
0x1BD0	0x03E8 ;?ICSpid_regulation_upper_limit+0
; end of ?ICSpid_regulation_upper_limit
;pid_regulation.c,0 :: ?ICSpid_regulation_control_integral
0x1BD2	0x0000 ;?ICSpid_regulation_control_integral+0
; end of ?ICSpid_regulation_control_integral
;pid_regulation.c,0 :: ?ICSpid_regulation_control_integral_previous
0x1BD4	0x0000 ;?ICSpid_regulation_control_integral_previous+0
; end of ?ICSpid_regulation_control_integral_previous
;pid_regulation.c,0 :: ?ICSpid_regulation_lower_limit
0x1BD6	0x0000 ;?ICSpid_regulation_lower_limit+0
; end of ?ICSpid_regulation_lower_limit
;pid_regulation.c,0 :: ?ICSpid_regulation_control_proportional
0x1BD8	0x0000 ;?ICSpid_regulation_control_proportional+0
; end of ?ICSpid_regulation_control_proportional
;lcd.c,0 :: ?ICS?lstr3_lcd
0x1BDA	0x0025 ;?ICS?lstr3_lcd+0
; end of ?ICS?lstr3_lcd
;pid_regulation.c,0 :: ?ICSpid_regulation_is_auto_previous
0x1BDC	0x0000 ;?ICSpid_regulation_is_auto_previous+0
; end of ?ICSpid_regulation_is_auto_previous
;lcd.c,0 :: ?ICS?lstr1_lcd
0x1BDE	0x6548 ;?ICS?lstr1_lcd+0
0x1BE0	0x6769 ;?ICS?lstr1_lcd+2
0x1BE2	0x7468 ;?ICS?lstr1_lcd+4
0x1BE4	0x003A ;?ICS?lstr1_lcd+6
; end of ?ICS?lstr1_lcd
;lcd.c,0 :: ?ICS?lstr2_lcd
0x1BE6	0x3031 ;?ICS?lstr2_lcd+0
0x1BE8	0x2E30 ;?ICS?lstr2_lcd+2
0x1BEA	0x0030 ;?ICS?lstr2_lcd+4
; end of ?ICS?lstr2_lcd
;pid_regulation.c,0 :: ?ICSpid_regulation_error_previous
0x1BEC	0x0000 ;?ICSpid_regulation_error_previous+0
; end of ?ICSpid_regulation_error_previous
;pid_regulation.c,0 :: ?ICSpid_regulation_error
0x1BEE	0x0000 ;?ICSpid_regulation_error+0
; end of ?ICSpid_regulation_error
;pid_regulation.c,0 :: ?ICSpid_regulation_filtered_reference
0x1BF0	0x0000 ;?ICSpid_regulation_filtered_reference+0
; end of ?ICSpid_regulation_filtered_reference
;pid_regulation.c,0 :: ?ICSpid_regulation_filtered_measurement
0x1BF2	0x0000 ;?ICSpid_regulation_filtered_measurement+0
; end of ?ICSpid_regulation_filtered_measurement
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008      [36]    _interrupt
0x002C      [10]    _Delay_50us
0x0036      [24]    _COMFREM
0x004E     [600]    _SDIV3232L
0x02A6       [6]    _Delay_1us
0x02AC      [22]    _Delay_5500us
0x02C2      [18]    _SPI1_Write
0x02D4     [126]    _Lcd_Cmd
0x0352      [82]    _Mul_32x32_U
0x03A4     [346]    _Div_32x32_S
0x04FE      [14]    _RES032
0x050C      [24]    _SETFOV32
0x0524       [8]    _FIXSIGN32
0x052C      [26]    _SETFUN32
0x0546     [114]    _NRM3232
0x05B8      [22]    _Delay_500us
0x05CE      [64]    _convert_percentage_to_actuator
0x060E      [88]    _Div_16x16_S_L
0x0666      [34]    _DAC_Output
0x0688      [28]    _SETIOV3224
0x06A4     [482]    _NRM4032
0x0886      [12]    _Lcd_Chr_CP
0x0892    [1056]    _Add_32x32_FP
0x0CB2      [64]    _int2double
0x0CF2     [126]    _handle_button_decrease_event
0x0D70      [10]    _handle_button_auto_event
0x0D7A     [116]    _Button
0x0DEE     [200]    _Div_16x16_S
0x0EB6     [212]    _double2int
0x0F8A     [128]    _Lcd_Out
0x100A       [6]    _handle_button_manual_event
0x1010      [12]    _Delay_22us
0x101C     [130]    _handle_button_increase_event
0x109E      [98]    _Lcd_Chr
0x1100     [294]    _Mul_32x32_FP
0x1226      [50]    _SPI1_Init
0x1258      [64]    _convert_height_to_percentage
0x1298      [16]    ___CC2DW
0x12A8     [300]    _lcd_show_height_percentage
0x13D4      [54]    _ADC_Read
0x140A     [196]    _Lcd_Init
0x14CE     [300]    _lcd_show_reference_percentage
0x15FA     [314]    _lcd_show_control_percentage
0x1734     [608]    _pid
0x1994      [82]    _check_and_handle_button_decrease_event
0x19E6      [76]    _check_and_handle_button_auto_event
0x1A32      [80]    _check_and_handle_button_manual_event
0x1A82      [82]    _check_and_handle_button_increase_event
0x1AD4     [186]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATScl_temp_scl_L0
0x0000       [1]    EEPROM_Write_SaveINTCON_L0
0x0000       [1]    UART1_Init_tmp_L0
0x0000       [1]    SPI1_Write_tmp_L0
0x0000       [1]    __Lib_SoftI2C_PutZerosToLATSda_temp_sda_L0
0x0000       [1]    FLASH_Erase_64_SaveINTCON_L0
0x0000       [1]    R0
0x0001       [1]    __Lib_PS2_Wait_Falling_nsample_L0
0x0001       [1]    FLASH_Write_32_i_L0
0x0001       [1]    UART1_Read___tmp_UART1_Read_L0
0x0001       [1]    I2C1_Rd_tmp_L0
0x0001       [1]    __Lib_TFT_JPEG_FileRead_i_L0
0x0001       [1]    ispunct_rslt_L0
0x0001       [1]    FLASH_Erase_Write_64_i_L0
0x0001       [1]    R1
0x0001       [2]    FLASH_Read_N_Bytes_i_L0
0x0001       [1]    __Lib_TFT_JPEG_FileReadBytes_Result_L0
0x0002       [2]    memset_pp_L0
0x0002       [2]    memchr_s_L0
0x0002       [1]    R2
0x0002       [2]    strlen_cp_L0
0x0002       [1]    FLASH_Erase_Write_64_j_L0
0x0002       [1]    FLASH_Write_32_SaveINTCON_L0
0x0002       [2]    memcpy_dd_L0
0x0003       [2]    Ltrim_original_L0
0x0003       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT29
0x0003       [1]    FLASH_Erase_Write_64_SaveINTCON_L0
0x0003       [2]    memmove_tt_L0
0x0003       [1]    R3
0x0003       [2]    __Lib_MmcFat16_f16_toInt_l_L0
0x0004       [2]    memcpy_ss_L0
0x0004       [2]    strncat_cp_L0
0x0004       [2]    strncpy_cp_L0
0x0004       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT40
0x0004       [2]    strcat_cp_L0
0x0004       [2]    strcpy_cp_L0
0x0004       [1]    R4
0x0004       [2]    frexp_pom_L0
0x0005       [2]    LongWordToHex_input_half_L0
0x0005       [2]    LongIntToHex_input_half_L0
0x0005       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT54
0x0005       [2]    Ltrim_p_L0
0x0005       [2]    memmove_ff_L0
0x0005       [1]    R5
0x0006       [1]    __Lib_Sprinti_?FLOC____Lib_Sprinti_Do_FillT69
0x0006       [1]    R6
0x0007       [1]    R7
0x0007       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bLength_L0
0x0008       [1]    R8
0x0008       [1]    __Lib_TFT_JPEG_GenerateHuffmanTables_bTable_L0
0x0009       [1]    R9
0x0009       [4]    __Lib_MmcFat16_f16_toLong_l_L0
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0015       [2]    _control_aggregated
0x0017      [11]    ?lstr7_lcd
0x0022       [2]    _measurement
0x0024       [2]    _timer_flag
0x0026      [11]    ?lstr4_lcd
0x0031       [6]    ?lstr5_lcd
0x0037       [6]    ?lstr8_lcd
0x003D       [2]    ?lstr9_lcd
0x003F       [2]    _is_auto
0x0041      [14]    ?lstr1_KosturPRO
0x004F       [2]    _reference
0x0051       [2]    _actuator_value
0x0053       [2]    ?lstr6_lcd
0x0055       [2]    pid_regulation_stop_integral_control
0x0057       [2]    pid_regulation_upper_limit
0x0059       [2]    pid_regulation_control_integral
0x005B       [2]    pid_regulation_control_integral_previous
0x005D       [2]    pid_regulation_lower_limit
